sentid	pairid	type	comparison	sentence	ROI
70	35	type1	unpredicted	The farmer knows the editor because she likes the book.	5
71	36	type1	predicted	The farmer knows the editor because she is really famous.	5
72	36	type1	unpredicted	The farmer knows the editor because he is really famous.	5
73	37	type1	predicted	The analyst awkwardly ran into the attendant who had messed up his order.	10
74	37	type1	unpredicted	The analyst awkwardly ran into the attendant who had messed up her order.	10
75	38	type1	predicted	The analyst awkwardly ran into the attendant who kept raising her voice with customers.	9
76	38	type1	unpredicted	The analyst awkwardly ran into the attendant who kept raising his voice with customers.	9
77	39	type1	predicted	The farmer demanded more bread from the baker because he was hungry.	8
78	39	type1	unpredicted	The farmer demanded more bread from the baker because she was hungry.	8
79	40	type1	predicted	The farmer demanded more bread from the baker because she raised the prices unfairly.	8
80	40	type1	unpredicted	The farmer demanded more bread from the baker because he raised the prices unfairly.	8
81	41	type1	predicted	The guard asked the cashier to be more careful because he saw a dangerous person.	9
82	41	type1	unpredicted	The guard asked the cashier to be more careful because she saw a dangerous person.	9
83	42	type1	predicted	The guard asked the cashier to be more careful because she was often careless.	9
84	42	type1	unpredicted	The guard asked the cashier to be more careful because he was often careless.	9
85	43	type1	predicted	The mover offered to help the receptionist because he needed to prove his strength.	7
86	43	type1	unpredicted	The mover offered to help the receptionist because she needed to prove her strength.	7
87	44	type1	predicted	The mover offered to help the receptionist because she needed to move her desk.	7
88	44	type1	unpredicted	The mover offered to help the receptionist because he needed to move his desk.	7
89	45	type1	predicted	The guard never talked with the accountant because he never patrolled the interior.	7
90	45	type1	unpredicted	The guard never talked with the accountant because she never patrolled the interior.	7
91	46	type1	predicted	The guard never talked with the accountant because she was always busy on the computer.	7
92	46	type1	unpredicted	The guard never talked with the accountant because he was always busy on the computer.	7
93	47	type1	predicted	The analyst loved to get a haircut from the hairdresser because he could sit on a comfy chair.	10
94	47	type1	unpredicted	The analyst loved to get a haircut from the hairdresser because she could sit on a comfy chair.	10
95	48	type1	predicted	The analyst loved to get a haircut from the hairdresser because she would offer snacks.	10
96	48	type1	unpredicted	The analyst loved to get a haircut from the hairdresser because he would offer snacks.	10
97	49	type1	predicted	The cook talked to the editor because he wanted to publish recipes.	6
98	49	type1	unpredicted	The cook talked to the editor because she wanted to publish recipes.	6
99	50	type1	predicted	The cook talked to the editor because she visited the restaurant once.	6
100	50	type1	unpredicted	The cook talked to the editor because he visited the restaurant once.	6
101	51	type1	predicted	The construction worker handed forms to the clerk so that he can start a new development project.	9
102	51	type1	unpredicted	The construction worker handed forms to the clerk so that she can start a new development project.	9
103	52	type1	predicted	The construction worker handed forms to the clerk so that she processes an application.	9
104	52	type1	unpredicted	The construction worker handed forms to the clerk so that he processes an application.	9
105	53	type1	predicted	The construction worker coordinated with the designer so that he can understand well the design.	8
106	53	type1	unpredicted	The construction worker coordinated with the designer so that she can understand well the design.	8
107	54	type1	predicted	The construction worker coordinated with the designer so that she can explain better the design.	8
108	54	type1	unpredicted	The construction worker coordinated with the designer so that he can explain better the design.	8
109	55	type1	predicted	The driver took the editor on a ride because he wanted to show off the city.	8
110	55	type1	unpredicted	The driver took the editor on a ride because she wanted to show off the city.	8
111	56	type1	predicted	The driver took the editor on a ride because she wanted to see the city.	8
112	56	type1	unpredicted	The driver took the editor on a ride because he wanted to see the city.	8
113	57	type1	predicted	The CEO was worried about a visit from the auditor because he failed to submit some paperwork on time.	10
114	57	type1	unpredicted	The CEO was worried about a visit from the auditor because she failed to submit some paperwork on time.	10
115	58	type1	predicted	The CEO was worried about a visit from the auditor because she was known to be strict.	10
116	58	type1	unpredicted	The CEO was worried about a visit from the auditor because he was known to be strict.	10
117	59	type1	predicted	The driver went to the cashier because he needed to make a deposit.	6
118	59	type1	unpredicted	The driver went to the cashier because she needed to make a deposit.	6
119	60	type1	predicted	The driver went to the cashier because she seemed to need a ride.	6
120	60	type1	unpredicted	The driver went to the cashier because he seemed to need a ride.	6
121	61	type1	predicted	The salesperson met with the counselor because he was distressed.	6
122	61	type1	unpredicted	The salesperson met with the counselor because she was distressed.	6
123	62	type1	predicted	The salesperson met with the counselor because she wanted to buy merchandise.	6
124	62	type1	unpredicted	The salesperson met with the counselor because he wanted to buy merchandise.	6
125	63	type1	predicted	The cook talked to the tailor because his apron needed to be fixed.	6
126	63	type1	unpredicted	The cook talked to the tailor because her apron needed to be fixed.	6
127	64	type1	predicted	The cook talked to the tailor because she wanted advice with a recipe.	6
128	64	type1	unpredicted	The cook talked to the tailor because he wanted advice with a recipe.	6
129	65	type1	predicted	The driver offered a ride to the teacher but he had an accident on the way.	8
130	65	type1	unpredicted	The driver offered a ride to the teacher but she had an accident on the way.	8
131	66	type1	predicted	The driver offered a ride to the teacher but she refused the offer.	8
132	66	type1	unpredicted	The driver offered a ride to the teacher but he refused the offer.	8
133	67	type1	predicted	The lawyer represented the writer because he was a big fan.	5
134	67	type1	unpredicted	The lawyer represented the writer because she was a big fan.	5
135	68	type1	predicted	The lawyer represented the writer because she was in serious legal trouble.	5
136	68	type1	unpredicted	The lawyer represented the writer because he was in serious legal trouble.	5
137	69	type1	predicted	The manager was friendly with the editor so that he receives good publicity.	8
138	69	type1	unpredicted	The manager was friendly with the editor so that she receives good publicity.	8
139	70	type1	predicted	The manager was friendly with the editor so that she can eventually write favorably about the company.	8
140	70	type1	unpredicted	The manager was friendly with the editor so that he can eventually write favorably about the company.	8
141	71	type1	predicted	The CEO went to the tailor because he needed a new suit.	6
142	71	type1	unpredicted	The CEO went to the tailor because she needed a new suit.	6
143	72	type1	predicted	The CEO went to the tailor because she was good at making fitted suits.	6
144	72	type1	unpredicted	The CEO went to the tailor because he was good at making fitted suits.	6
145	73	type1	predicted	The mechanic stopped by the librarian because he needed to inquire about a book.	6
146	73	type1	unpredicted	The mechanic stopped by the librarian because she needed to inquire about a book.	6
147	74	type1	predicted	The mechanic stopped by the librarian because her car turned off in the middle of the road.	6
148	74	type1	unpredicted	The mechanic stopped by the librarian because his car turned off in the middle of the road.	6
149	75	type1	predicted	The physician admonished the cleaner because he found dirt in the office.	5
150	75	type1	unpredicted	The physician admonished the cleaner because she found dirt in the office.	5
151	76	type1	predicted	The physician admonished the cleaner because she was not using protective gear during work.	5
152	76	type1	unpredicted	The physician admonished the cleaner because he was not using protective gear during work.	5
153	77	type1	predicted	The driver gave a ride to the cleaner so that he could show up at work on time.	9
154	77	type1	unpredicted	The driver gave a ride to the cleaner so that she could show up at work on time.	9
155	78	type1	predicted	The driver gave a ride to the cleaner so that she would be indebted.	9
156	78	type1	unpredicted	The driver gave a ride to the cleaner so that he would be indebted.	9
157	79	type1	predicted	The carpenter had to hire the assistant because he had many new customers.	7
158	79	type1	unpredicted	The carpenter had to hire the assistant because she had many new customers.	7
159	80	type1	predicted	The carpenter had to hire the assistant because she was a friend of a friend.	7
160	80	type1	unpredicted	The carpenter had to hire the assistant because he was a friend of a friend.	7
161	81	type1	predicted	The sheriff told the cleaner that he needed to search the building.	5
162	81	type1	unpredicted	The sheriff told the cleaner that she needed to search the building.	5
163	82	type1	predicted	The sheriff told the cleaner that she was requested to answer some questions.	5
164	82	type1	unpredicted	The sheriff told the cleaner that he was requested to answer some questions.	5
165	83	type1	predicted	The supervisor gave the housekeeper a ride because he has a car.	7
166	83	type1	unpredicted	The supervisor gave the housekeeper a ride because she has a car.	7
167	84	type1	predicted	The supervisor gave the housekeeper a ride because she lives far away.	7
168	84	type1	unpredicted	The supervisor gave the housekeeper a ride because he lives far away.	7
169	85	type1	predicted	The manager told the receptionist that he needed some help with the ceremony.	5
170	85	type1	unpredicted	The manager told the receptionist that she needed some help with the ceremony.	5
171	86	type1	predicted	The manager told the receptionist that she must always dress formally for work.	5
172	86	type1	unpredicted	The manager told the receptionist that he must always dress formally for work.	5
173	87	type1	predicted	The mechanic helped the writer to fix the engine and he got some books in return.	9
174	87	type1	unpredicted	The mechanic helped the writer to fix the engine and she got some books in return.	9
175	88	type1	predicted	The mechanic helped the writer to fix the engine and she offered some books to show thanks.	9
176	88	type1	unpredicted	The mechanic helped the writer to fix the engine and he offered some books to show thanks.	9
177	89	type1	predicted	The salesperson asked the housekeeper that if he could meet with the house owner.	6
178	89	type1	unpredicted	The salesperson asked the housekeeper that if she could meet with the house owner.	6
179	90	type1	predicted	The salesperson asked the housekeeper that if she could help to set up a meeting with the house owner.	6
180	90	type1	unpredicted	The salesperson asked the housekeeper that if he could help to set up a meeting with the house owner.	6
181	91	type1	predicted	The janitor sends the editor sorted newspapers every day because he can get paid more.	9
182	91	type1	unpredicted	The janitor sends the editor sorted newspapers every day because she can get paid more.	9
183	92	type1	predicted	The janitor sends the editor sorted newspapers every day because she required previously.	9
184	92	type1	unpredicted	The janitor sends the editor sorted newspapers every day because he required previously.	9
185	93	type1	predicted	The lawyer helped the cleaner win the case without pay because he is a very generous man.	10
186	93	type1	unpredicted	The lawyer helped the cleaner win the case without pay because she is a very generous man.	10
187	94	type1	predicted	The lawyer helped the cleaner win the case without pay because she is too poor to afford that.	10
188	94	type1	unpredicted	The lawyer helped the cleaner win the case without pay because he is too poor to afford that.	10
189	95	type1	predicted	The salesperson tried to persuade the hairdresser to buy something and he succeeded.	10
190	95	type1	unpredicted	The salesperson tried to persuade the hairdresser to buy something and she succeeded.	10
191	96	type1	predicted	The salesperson tried to persuade the hairdresser to buy something and she refused that.	10
192	96	type1	unpredicted	The salesperson tried to persuade the hairdresser to buy something and he refused that.	10
193	97	type1	predicted	The construction worker said sorry to the librarian because he made some noise.	8
194	97	type1	unpredicted	The construction worker said sorry to the librarian because she made some noise.	8
195	98	type1	predicted	The construction worker said sorry to the librarian because she was offended.	8
196	98	type1	unpredicted	The construction worker said sorry to the librarian because he was offended.	8
197	99	type1	predicted	The attendant blamed the driver because he was late.	5
198	99	type1	unpredicted	The attendant blamed the driver because she was late.	5
199	100	type1	predicted	The attendant blamed the driver because she blamed everyone.	5
200	100	type1	unpredicted	The attendant blamed the driver because he blamed everyone.	5
201	101	type1	predicted	The carpenter always ask the librarian for help because he can only recognize a few words.	8
202	101	type1	unpredicted	The carpenter always ask the librarian for help because she can only recognize a few words.	8
203	102	type1	predicted	The carpenter always asks the librarian for help because she knows a lot of words.	8
204	102	type1	unpredicted	The carpenter always asks the librarian for help because he knows a lot of words.	8
205	103	type1	predicted	The physician wanted to meet the counselor because he had some questions about his responsibility in the medical accident.	7
206	103	type1	unpredicted	The physician wanted to meet the counselor because she had some questions about her responsibility in the medical accident.	7
207	104	type1	predicted	The physician wanted to meet the counselor because she has more experience about medical accidents.	7
208	104	type1	unpredicted	The physician wanted to meet the counselor because he has more experience about medical accidents.	7
209	105	type1	predicted	The carpenter owed the counselor some money and he had to do more work to pay the debt.	7
210	105	type1	unpredicted	The carpenter owed the counselor some money and she had to do more work to pay the debt.	7
211	106	type1	predicted	The carpenter owed the counselor some money and she never asked for any interest.	7
212	106	type1	unpredicted	The carpenter owed the counselor some money and he never asked for any interest.	7
213	107	type1	predicted	The janitor caught the cashier stealing the money and he reported it to the boss.	8
214	107	type1	unpredicted	The janitor caught the cashier stealing the money and she reported it to the boss.	8
215	108	type1	predicted	The janitor caught the cashier stealing the money and she asked for mercy.	8
216	108	type1	unpredicted	The janitor caught the cashier stealing the money and he asked for mercy.	8
217	109	type1	predicted	The sheriff asked the accountant many questions because he is a suspicious man.	7
218	109	type1	unpredicted	The sheriff asked the accountant many questions because she is a suspicious man.	7
219	110	type1	predicted	The sheriff asked the accountant many questions because she was suspected of stealing the money.	7
220	110	type1	unpredicted	The sheriff asked the accountant many questions because he was suspected of stealing the money.	7
221	111	type1	predicted	The janitor waited for the hairdresser for a while because he wanted to have a new haircut.	9
222	111	type1	unpredicted	The janitor waited for the hairdresser for a while because she wanted to have a new haircut.	9
223	112	type1	predicted	The janitor waited for the hairdresser for a while because she was very busy.	9
224	112	type1	unpredicted	The janitor waited for the hairdresser for a while because he was very busy.	9
225	113	type1	predicted	The janitor stopped the nurse because he needed to check everyone's identity.	5
226	113	type1	unpredicted	The janitor stopped the nurse because she needed to check everyone's identity.	5
227	114	type1	predicted	The janitor stopped the nurse because she was not wearing the nurse uniform.	5
228	114	type1	unpredicted	The janitor stopped the nurse because he was not wearing the nurse uniform.	5
229	115	type1	predicted	The salesperson thanked the nurse because he was taken care of properly.	5
230	115	type1	unpredicted	The salesperson thanked the nurse because she was taken care of properly.	5
231	116	type1	predicted	The salesperson thanked the nurse because she bought the insurance.	5
232	116	type1	unpredicted	The salesperson thanked the nurse because he bought the insurance.	5
233	117	type1	predicted	The sheriff suspected the hairdresser was the murderer but he had no proof.	8
234	117	type1	unpredicted	The sheriff suspected the hairdresser was the murderer but she had no proof.	8
235	118	type1	predicted	The sheriff suspected the hairdresser was the murderer but she claimed to be innocent.	8
236	118	type1	unpredicted	The sheriff suspected the hairdresser was the murderer but he claimed to be innocent.	8
237	119	type1	predicted	The counselor helped the laborer because his salary was too low.	5
238	119	type1	unpredicted	The counselor helped the laborer because her salary was too low.	5
239	120	type1	predicted	The counselor helped the laborer because she is a very kind person.	5
240	120	type1	unpredicted	The counselor helped the laborer because he is a very kind person.	5
241	121	type1	predicted	The secretary asked the salesperson to leave because he disturbed people in the office.	7
242	121	type1	unpredicted	The secretary asked the salesperson to leave because she disturbed people in the office.	7
243	122	type1	predicted	The secretary asked the salesperson to leave because she was not interested in the product.	7
244	122	type1	unpredicted	The secretary asked the salesperson to leave because he was not interested in the product.	7
245	123	type1	predicted	The supervisor showed dissatisfaction with the receptionist because he is very strict at work.	7
246	123	type1	unpredicted	The supervisor showed dissatisfaction with the receptionist because she is very strict at work.	7
247	124	type1	predicted	The supervisor showed dissatisfaction with the receptionist because she was very careless about work.	7
248	124	type1	unpredicted	The supervisor showed dissatisfaction with the receptionist because he was very careless about work.	7
249	125	type1	predicted	The librarian reminded the mover how important the books were and he promised to be careful.	10
250	125	type1	unpredicted	The librarian reminded the mover how important the books were and she promised to be careful.	10
251	126	type1	predicted	The librarian reminded the mover how important the books were and she needed to make sure none were left.	10
252	126	type1	unpredicted	The librarian reminded the mover how important the books were and he needed to make sure none were left.	10
253	127	type1	predicted	The chief visited the tailor because he needed to adjust the pants.	5
254	127	type1	unpredicted	The chief visited the tailor because she needed to adjust the pants.	5
255	128	type1	predicted	The chief visited the tailor because she wanted to learn to hem.	5
256	128	type1	unpredicted	The chief visited the tailor because he wanted to learn to hem.	5
257	129	type1	predicted	The guard checked the counselor 's identity because it is his work.	9
258	129	type1	unpredicted	The guard checked the counselor 's identity because it is her work.	9
259	130	type1	predicted	The guard checked the counselor 's identity and let her enter the building.	8
260	130	type1	unpredicted	The guard checked the counselor 's identity and let him enter the building.	8
261	131	type1	predicted	The sheriff asked the receptionist the way to the toilet because he had no idea.	10
262	131	type1	unpredicted	The sheriff asked the receptionist the way to the toilet because she had no idea.	10
263	132	type1	predicted	The sheriff asked the receptionist the way to the toilet because she knew.	10
264	132	type1	unpredicted	The sheriff asked the receptionist the way to the toilet because he knew.	10
265	133	type1	predicted	The mechanic called the nurse because he broke his leg.	5
266	133	type1	unpredicted	The mechanic called the nurse because she broke her leg.	5
267	134	type1	predicted	The mechanic called the nurse because she knew how to deal with broken legs.	5
268	134	type1	unpredicted	The mechanic called the nurse because he knew how to deal with broken legs.	5
269	135	type1	predicted	The cleaner is mad at the cook because he made the kitchen dirty again.	7
270	135	type1	unpredicted	The cleaner is mad at the cook because she made the kitchen dirty again.	7
271	136	type1	predicted	The cleaner is mad at the cook because she spends a lot of time cleaning the kitchen.	7
272	136	type1	unpredicted	The cleaner is mad at the cook because he spends a lot of time cleaning the kitchen.	7
273	137	type1	predicted	The sheriff criticized the teacher because he gets criticized everyone not working at the station.	5
274	137	type1	unpredicted	The sheriff criticized the teacher because she gets criticized everyone not working at the station.	5
275	138	type1	predicted	The sheriff criticized the teacher because she broke the traffic rules.	5
276	138	type1	unpredicted	The sheriff criticized the teacher because he broke the traffic rules.	5
277	139	type1	predicted	The cleaner got mad at the farmer because he brought lots of dirt.	7
278	139	type1	unpredicted	The cleaner got mad at the farmer because she brought lots of dirt.	7
279	140	type1	predicted	The cleaner got mad at the farmer because she had to clean the hall again.	7
280	140	type1	unpredicted	The cleaner got mad at the farmer because he had to clean the hall again.	7
281	141	type1	predicted	The baker yelled at the mover because he broke the stove.	6
282	141	type1	unpredicted	The baker yelled at the mover because she broke the stove.	6
283	142	type1	predicted	The baker yelled at the mover because her stove was broken.	6
284	142	type1	unpredicted	The baker yelled at the mover because his stove was broken.	6
285	143	type1	predicted	The developer was not recognized by the receptionist because he was not wearing suits.	8
286	143	type1	unpredicted	The developer was not recognized by the receptionist because she was not wearing suits.	8
287	144	type1	predicted	The developer was not recognized by the receptionist because she only paid attention to people wearing suits.	8
288	144	type1	unpredicted	The developer was not recognized by the receptionist because he only paid attention to people wearing suits.	8
289	145	type1	predicted	The clerk earns more than the guard because he is lazy and careless.	7
290	145	type1	unpredicted	The clerk earns more than the guard because she is lazy and careless.	7
291	146	type1	predicted	The clerk earns more than the guard because she works hard.	7
292	146	type1	unpredicted	The clerk earns more than the guard because he works hard.	7
293	147	type1	predicted	The construction worker admires the cashier a lot because his job is too tiring.	8
294	147	type1	unpredicted	The construction worker admires the cashier a lot because her job is too tiring.	8
295	148	type1	predicted	The construction worker admires the cashier a lot because her salary is higher.	8
296	148	type1	unpredicted	The construction worker admires the cashier a lot because his salary is higher.	8
297	149	type1	predicted	The receptionist showed the driver the way to the hall because he was new in that city.	10
298	149	type1	unpredicted	The receptionist showed the driver the way to the hall because she was new in that city.	10
299	150	type1	predicted	The receptionist showed the driver the way to the hall because she is very familiar with the city.	10
300	150	type1	unpredicted	The receptionist showed the driver the way to the hall because he is very familiar with the city.	10
301	151	type1	predicted	The salesperson disliked the attendant because he failed to sell the insurance.	5
302	151	type1	unpredicted	The salesperson disliked the attendant because she failed to sell the insurance.	5
303	152	type1	predicted	The salesperson disliked the attendant because she did not buy the product.	5
304	152	type1	unpredicted	The salesperson disliked the attendant because he did not buy the product.	5
305	153	type1	predicted	The receptionist reminded the cook to wear suits because she loves clothing.	8
306	153	type1	unpredicted	The receptionist reminded the cook to wear suits because he loves clothing.	8
307	154	type1	predicted	The receptionist reminded the cook to wear suits because he always forgets.	8
308	154	type1	unpredicted	The receptionist reminded the cook to wear suits because she always forgets.	8
309	155	type1	predicted	The accountant contacted the lawyer because he is an expert in handling this kind of case.	5
310	155	type1	unpredicted	The accountant contacted the lawyer because she is an expert in handling this kind of case.	5
311	156	type1	predicted	The accountant contacted the lawyer because she needed to know more details about the law.	5
312	156	type1	unpredicted	The accountant contacted the lawyer because he needed to know more details about the law.	5
313	157	type1	predicted	The manager agreed to raise the assistant 's salary because he is a generous man.	9
314	157	type1	unpredicted	The manager agreed to raise the assistant 's salary because she is generous.	9
315	158	type1	predicted	The manager agreed to raise the assistant 's salary because she worked very hard.	9
316	158	type1	unpredicted	The manager agreed to raise the assistant 's salary because he worked very hard.	9
317	159	type1	predicted	The cook prepares some food for the writer every day because he is very good at that.	10
318	159	type1	unpredicted	The cook prepares some food for the writer every day because she is very good at that.	10
319	160	type1	predicted	The cook prepares some food for the writer every day because she requested that.	10
320	160	type1	unpredicted	The cook prepares some food for the writer every day because he requested that.	10
321	161	type1	predicted	The supervisor was impressed by the tailor because he is easily impressed.	7
322	161	type1	unpredicted	The supervisor was impressed by the tailor because she is easily impressed.	7
323	162	type1	predicted	The supervisor was impressed by the tailor because she showed great talent.	7
324	162	type1	unpredicted	The supervisor was impressed by the tailor because he showed great talent.	7
325	163	type1	predicted	The chief complained to the cashier about her poor performance.	6
326	163	type1	unpredicted	The chief complained to the cashier about his poor performance.	6
327	164	type1	predicted	The chief complained to the cashier about his observations.	6
328	164	type1	unpredicted	The chief complained to the cashier about her observations.	6
329	165	type1	predicted	The chief thanked the secretary because his salary was raised.	5
330	165	type1	unpredicted	The chief thanked the secretary because her salary was raised.	5
331	166	type1	predicted	The chief thanked the secretary because she recommend the boss to try the restaurant.	5
332	166	type1	unpredicted	The chief thanked the secretary because he recommend the boss to try the restaurant.	5
333	167	type1	predicted	The supervisor invited the designer to the party because he wanted everyone to be there.	8
334	167	type1	unpredicted	The supervisor invited the designer to the party because she wanted everyone to be there.	8
335	168	type1	predicted	The supervisor invited the designer to the party because she made big contributions.	8
336	168	type1	unpredicted	The supervisor invited the designer to the party because he made big contributions.	8
337	169	type1	predicted	The secretary told the carpenter to come back tomorrow because he forgot to bring some tools.	9
338	169	type1	unpredicted	The secretary told the carpenter to come back tomorrow because she forgot to bring some tools.	9
339	170	type1	predicted	The secretary told the carpenter to come back tomorrow because she was super busy today.	9
340	170	type1	unpredicted	The secretary told the carpenter to come back tomorrow because he was super busy today.	9
341	171	type1	predicted	The lawyer asked the secretary to prepare some documents because he needed them for the case.	9
342	171	type1	unpredicted	The lawyer asked the secretary to prepare some documents because she needed them for the case.	9
343	172	type1	predicted	The lawyer asked the secretary to prepare some documents and she promised to finish it in three hours.	9
344	172	type1	unpredicted	The lawyer asked the secretary to prepare some documents and he promised to finish it in three hours.	9
345	173	type1	predicted	The cook prepared dinner for the counselor and he was praised for that.	7
346	173	type1	unpredicted	The cook prepared dinner for the counselor and she was praised for that.	7
347	174	type1	predicted	The cook prepared dinner for the counselor and she liked it very much.	7
348	174	type1	unpredicted	The cook prepared dinner for the counselor and he liked it very much.	7
349	175	type1	predicted	The auditor asked the construction worker some questions because she wanted to know the progress.	8
350	175	type1	unpredicted	The auditor asked the construction worker some questions because he wanted to know the progress.	8
351	176	type1	predicted	The auditor asked the construction worker some questions because he knew the details.	8
352	176	type1	unpredicted	The auditor asked the construction worker some questions because she knew the details.	8
353	177	type1	predicted	The analyst visited the writer because he wanted to know about the book.	5
354	177	type1	unpredicted	The analyst visited the writer because she wanted to know about the book.	5
355	178	type1	predicted	The analyst visited the writer because she made some mistakes in the book.	5
356	178	type1	unpredicted	The analyst visited the writer because he made some mistakes in the book.	5
357	179	type1	predicted	The guard protected the assistant because it is his responsibility.	7
358	179	type1	unpredicted	The guard protected the assistant because it is her responsibility.	7
359	180	type1	predicted	The guard protected the assistant because she was threatened.	5
360	180	type1	unpredicted	The guard protected the assistant because he was threatened.	5
361	181	type1	predicted	The physician talked to the attendant about a patient on whom he performed an examination.	10
362	181	type1	unpredicted	The physician talked to the attendant about a patient on whom she performed an examination.	10
363	182	type1	predicted	The physician talked to the attendant about a patient who she had no contact with yet.	9
